event_id,source_user_id,target_user_id,rating,timestamp,event_time
BITCOIN-OTC-000046,1,32,1,1290666953.43175,2010-11-25T06:35:53.431750+00:00
BITCOIN-OTC-000047,1,34,1,1290750434.01249,2010-11-26T05:47:14.012490+00:00
BITCOIN-OTC-000048,34,1,1,1290752776.47886,2010-11-26T06:26:16.478860+00:00
BITCOIN-OTC-000049,34,13,1,1290758643.30207,2010-11-26T08:04:03.302070+00:00
BITCOIN-OTC-000050,13,34,1,1290761556.7369,2010-11-26T08:52:36.736900+00:00
BITCOIN-OTC-000051,6,7,5,1290826367.17211,2010-11-27T02:52:47.172110+00:00
BITCOIN-OTC-000052,7,6,3,1290826591.42034,2010-11-27T02:56:31.420340+00:00
BITCOIN-OTC-000053,1,17,9,1290969236.78019,2010-11-28T18:33:56.780190+00:00
BITCOIN-OTC-000054,1,31,2,1291052764.71454,2010-11-29T17:46:04.714540+00:00
BITCOIN-OTC-000055,31,1,3,1291055972.91439,2010-11-29T18:39:32.914390+00:00
BITCOIN-OTC-000056,35,6,2,1291056174.72596,2010-11-29T18:42:54.725960+00:00
BITCOIN-OTC-000057,1,13,3,1291090930.69481,2010-11-30T04:22:10.694810+00:00
BITCOIN-OTC-000058,36,37,1,1291157823.29216,2010-11-30T22:57:03.292160+00:00
BITCOIN-OTC-000059,37,36,1,1291159845.12556,2010-11-30T23:30:45.125560+00:00
BITCOIN-OTC-000060,35,1,1,1291159911.11891,2010-11-30T23:31:51.118910+00:00
BITCOIN-OTC-000061,17,1,9,1291217882.28299,2010-12-01T15:38:02.282990+00:00
BITCOIN-OTC-000062,8,1,3,1291315232.33698,2010-12-02T18:40:32.336980+00:00
BITCOIN-OTC-000063,7,29,2,1291376109.62385,2010-12-03T11:35:09.623850+00:00
BITCOIN-OTC-000064,1,20,2,1291505266.30993,2010-12-04T23:27:46.309930+00:00
BITCOIN-OTC-000065,37,44,1,1291515528.23159,2010-12-05T02:18:48.231590+00:00
BITCOIN-OTC-000066,44,37,1,1291515697.49227,2010-12-05T02:21:37.492270+00:00
BITCOIN-OTC-000067,39,45,1,1291578872.19781,2010-12-05T19:54:32.197810+00:00
BITCOIN-OTC-000068,39,7,3,1291590274.45619,2010-12-05T23:04:34.456190+00:00
BITCOIN-OTC-000069,39,44,1,1291591178.25959,2010-12-05T23:19:38.259590+00:00
BITCOIN-OTC-000070,44,39,1,1291591211.84395,2010-12-05T23:20:11.843950+00:00
BITCOIN-OTC-000071,23,17,1,1291623781.12772,2010-12-06T08:23:01.127720+00:00
BITCOIN-OTC-000072,23,19,1,1291623787.90955,2010-12-06T08:23:07.909550+00:00
BITCOIN-OTC-000073,36,46,1,1291684579.71178,2010-12-07T01:16:19.711780+00:00
BITCOIN-OTC-000074,46,36,1,1291684612.11599,2010-12-07T01:16:52.115990+00:00
BITCOIN-OTC-000075,47,1,2,1291740270.94728,2010-12-07T16:44:30.947280+00:00
BITCOIN-OTC-000076,13,7,1,1291757016.29721,2010-12-07T21:23:36.297210+00:00
BITCOIN-OTC-000077,7,13,1,1291757031.50303,2010-12-07T21:23:51.503030+00:00
BITCOIN-OTC-000078,29,51,1,1292070534.03952,2010-12-11T12:28:54.039520+00:00
BITCOIN-OTC-000079,51,29,1,1292071378.89261,2010-12-11T12:42:58.892610+00:00
BITCOIN-OTC-000080,29,52,1,1292085236.69986,2010-12-11T16:33:56.699860+00:00
BITCOIN-OTC-000081,52,29,1,1292085280.0736,2010-12-11T16:34:40.073600+00:00
BITCOIN-OTC-000082,45,39,2,1292099160.9751,2010-12-11T20:26:00.975100+00:00
BITCOIN-OTC-000083,45,53,2,1292189306.47485,2010-12-12T21:28:26.474850+00:00
BITCOIN-OTC-000084,53,45,2,1292189412.5311,2010-12-12T21:30:12.531100+00:00
BITCOIN-OTC-000085,45,54,2,1292193828.31273,2010-12-12T22:43:48.312730+00:00
BITCOIN-OTC-000086,54,45,2,1292195062.40986,2010-12-12T23:04:22.409860+00:00
BITCOIN-OTC-000087,1,54,1,1292196392.21474,2010-12-12T23:26:32.214740+00:00
BITCOIN-OTC-000088,54,1,1,1292196407.13906,2010-12-12T23:26:47.139060+00:00
BITCOIN-OTC-000089,7,3,6,1292200462.1576,2010-12-13T00:34:22.157600+00:00
BITCOIN-OTC-000090,36,41,2,1292206237.08404,2010-12-13T02:10:37.084040+00:00
BITCOIN-OTC-000091,41,36,2,1292206272.45044,2010-12-13T02:11:12.450440+00:00
BITCOIN-OTC-000092,36,21,2,1292297572.76433,2010-12-14T03:32:52.764330+00:00
BITCOIN-OTC-000093,21,36,2,1292297608.09604,2010-12-14T03:33:28.096040+00:00
BITCOIN-OTC-000094,7,36,3,1292361185.86524,2010-12-14T21:13:05.865240+00:00
BITCOIN-OTC-000095,36,7,4,1292361298.90511,2010-12-14T21:14:58.905110+00:00
BITCOIN-OTC-000096,7,53,4,1292442401.75654,2010-12-15T19:46:41.756540+00:00
BITCOIN-OTC-000097,53,7,4,1292442432.71184,2010-12-15T19:47:12.711840+00:00
BITCOIN-OTC-000098,7,55,1,1292447857.20632,2010-12-15T21:17:37.206320+00:00
BITCOIN-OTC-000099,55,7,1,1292490376.23637,2010-12-16T09:06:16.236370+00:00
BITCOIN-OTC-000100,29,7,2,1292716197.42619,2010-12-18T23:49:57.426190+00:00
BITCOIN-OTC-000101,4,57,5,1292795818.34165,2010-12-19T21:56:58.341650+00:00
BITCOIN-OTC-000102,39,21,2,1292819158.23834,2010-12-20T04:25:58.238340+00:00
BITCOIN-OTC-000103,21,39,2,1292819328.73322,2010-12-20T04:28:48.733220+00:00
BITCOIN-OTC-000104,4,61,2,1292823618.44624,2010-12-20T05:40:18.446240+00:00
BITCOIN-OTC-000105,61,4,3,1292823672.32603,2010-12-20T05:41:12.326030+00:00
BITCOIN-OTC-000106,61,20,8,1292823684.25402,2010-12-20T05:41:24.254020+00:00
BITCOIN-OTC-000107,61,2,2,1292823727.667,2010-12-20T05:42:07.667000+00:00
BITCOIN-OTC-000108,35,65,1,1292920838.87248,2010-12-21T08:40:38.872480+00:00
BITCOIN-OTC-000109,65,35,2,1292935948.10307,2010-12-21T12:52:28.103070+00:00
BITCOIN-OTC-000110,56,1,2,1292957157.40408,2010-12-21T18:45:57.404080+00:00
BITCOIN-OTC-000111,1,56,2,1292957195.7147,2010-12-21T18:46:35.714700+00:00
BITCOIN-OTC-000112,4,66,2,1293050723.00352,2010-12-22T20:45:23.003520+00:00
BITCOIN-OTC-000113,66,4,2,1293054742.65514,2010-12-22T21:52:22.655140+00:00
BITCOIN-OTC-000114,21,7,5,1293191604.74618,2010-12-24T11:53:24.746180+00:00
BITCOIN-OTC-000115,7,20,4,1293409870.96218,2010-12-27T00:31:10.962180+00:00
BITCOIN-OTC-000116,35,69,1,1293448472.81444,2010-12-27T11:14:32.814440+00:00
BITCOIN-OTC-000117,35,70,1,1293448479.2438,2010-12-27T11:14:39.243800+00:00
BITCOIN-OTC-000118,39,69,2,1293453341.91475,2010-12-27T12:35:41.914750+00:00
BITCOIN-OTC-000119,69,39,2,1293453456.20721,2010-12-27T12:37:36.207210+00:00
BITCOIN-OTC-000120,69,35,2,1293453463.2234,2010-12-27T12:37:43.223400+00:00
BITCOIN-OTC-000121,1,71,1,1293481238.15303,2010-12-27T20:20:38.153030+00:00
BITCOIN-OTC-000122,71,1,8,1293481551.96527,2010-12-27T20:25:51.965270+00:00
BITCOIN-OTC-000123,7,28,2,1293481688.78585,2010-12-27T20:28:08.785850+00:00
BITCOIN-OTC-000124,28,7,1,1293482234.62328,2010-12-27T20:37:14.623280+00:00
BITCOIN-OTC-000125,4,72,4,1293523499.48644,2010-12-28T08:04:59.486440+00:00
BITCOIN-OTC-000126,1,74,1,1293579274.01007,2010-12-28T23:34:34.010070+00:00
BITCOIN-OTC-000127,74,1,1,1293579280.83393,2010-12-28T23:34:40.833930+00:00
BITCOIN-OTC-000128,41,75,1,1293583961.4875,2010-12-29T00:52:41.487500+00:00
BITCOIN-OTC-000129,68,64,1,1293603105.36008,2010-12-29T06:11:45.360080+00:00
BITCOIN-OTC-000130,76,7,1,1293604543.59049,2010-12-29T06:35:43.590490+00:00
BITCOIN-OTC-000131,7,76,1,1293604590.1113,2010-12-29T06:36:30.111300+00:00
BITCOIN-OTC-000132,7,19,5,1293632316.69358,2010-12-29T14:18:36.693580+00:00
BITCOIN-OTC-000133,32,23,1,1293643257.60649,2010-12-29T17:20:57.606490+00:00
BITCOIN-OTC-000134,23,32,1,1293646340.181,2010-12-29T18:12:20.181000+00:00
BITCOIN-OTC-000135,23,20,1,1293661055.82282,2010-12-29T22:17:35.822820+00:00
BITCOIN-OTC-000136,61,77,4,1293665840.7407,2010-12-29T23:37:20.740700+00:00
BITCOIN-OTC-000137,1,78,1,1293749573.83432,2010-12-30T22:52:53.834320+00:00
BITCOIN-OTC-000138,78,1,1,1293749669.21687,2010-12-30T22:54:29.216870+00:00
BITCOIN-OTC-000139,60,41,1,1293819840.40947,2010-12-31T18:24:00.409470+00:00
BITCOIN-OTC-000140,41,60,1,1293820339.69123,2010-12-31T18:32:19.691230+00:00
BITCOIN-OTC-000141,78,60,1,1293831460.95955,2010-12-31T21:37:40.959550+00:00
BITCOIN-OTC-000142,60,78,1,1293831479.76095,2010-12-31T21:37:59.760950+00:00
BITCOIN-OTC-000143,57,4,2,1293843254.06475,2011-01-01T00:54:14.064750+00:00
BITCOIN-OTC-000144,23,69,1,1293888120.91641,2011-01-01T13:22:00.916410+00:00
BITCOIN-OTC-000145,69,23,1,1293888137.47196,2011-01-01T13:22:17.471960+00:00
BITCOIN-OTC-000146,64,68,1,1293930357.98644,2011-01-02T01:05:57.986440+00:00
BITCOIN-OTC-000147,35,79,1,1293994479.85825,2011-01-02T18:54:39.858250+00:00
BITCOIN-OTC-000148,79,35,1,1293996991.46985,2011-01-02T19:36:31.469850+00:00
BITCOIN-OTC-000149,41,4,1,1294081163.014,2011-01-03T18:59:23.014000+00:00
BITCOIN-OTC-000150,4,41,1,1294081177.89816,2011-01-03T18:59:37.898160+00:00
BITCOIN-OTC-000151,1,68,2,1294083688.36895,2011-01-03T19:41:28.368950+00:00
BITCOIN-OTC-000152,68,1,2,1294083725.97495,2011-01-03T19:42:05.974950+00:00
BITCOIN-OTC-000153,69,28,3,1294126590.415,2011-01-04T07:36:30.415000+00:00
BITCOIN-OTC-000154,28,69,3,1294152392.91925,2011-01-04T14:46:32.919250+00:00
BITCOIN-OTC-000155,64,80,1,1294190542.60702,2011-01-05T01:22:22.607020+00:00
BITCOIN-OTC-000156,17,81,1,1294192094.04763,2011-01-05T01:48:14.047630+00:00
BITCOIN-OTC-000157,81,17,1,1294192614.67232,2011-01-05T01:56:54.672320+00:00
BITCOIN-OTC-000158,69,62,1,1294244410.4263,2011-01-05T16:20:10.426300+00:00
BITCOIN-OTC-000159,62,69,1,1294249080.61302,2011-01-05T17:38:00.613020+00:00
BITCOIN-OTC-000160,41,83,1,1294262869.27706,2011-01-05T21:27:49.277060+00:00
BITCOIN-OTC-000161,41,104,1,1294267264.64071,2011-01-05T22:41:04.640710+00:00
BITCOIN-OTC-000162,83,41,1,1294267277.04065,2011-01-05T22:41:17.040650+00:00
BITCOIN-OTC-000163,41,86,1,1294271217.57214,2011-01-05T23:46:57.572140+00:00
BITCOIN-OTC-000164,86,41,1,1294274023.32141,2011-01-06T00:33:43.321410+00:00
BITCOIN-OTC-000165,104,41,1,1294285068.74772,2011-01-06T03:37:48.747720+00:00
BITCOIN-OTC-000166,4,87,1,1294300030.22996,2011-01-06T07:47:10.229960+00:00
BITCOIN-OTC-000167,87,4,1,1294300186.31404,2011-01-06T07:49:46.314040+00:00
BITCOIN-OTC-000168,81,69,2,1294395970.3296,2011-01-07T10:26:10.329600+00:00
BITCOIN-OTC-000169,69,81,2,1294396076.49534,2011-01-07T10:27:56.495340+00:00
BITCOIN-OTC-000170,41,89,1,1294426072.97569,2011-01-07T18:47:52.975690+00:00
BITCOIN-OTC-000171,89,41,1,1294429629.84466,2011-01-07T19:47:09.844660+00:00
BITCOIN-OTC-000172,60,87,1,1294429932.32732,2011-01-07T19:52:12.327320+00:00
BITCOIN-OTC-000173,87,60,1,1294429999.78412,2011-01-07T19:53:19.784120+00:00
BITCOIN-OTC-000174,7,89,2,1294438542.46541,2011-01-07T22:15:42.465410+00:00
BITCOIN-OTC-000175,89,7,2,1294439193.84082,2011-01-07T22:26:33.840820+00:00
BITCOIN-OTC-000176,64,94,1,1294546375.24239,2011-01-09T04:12:55.242390+00:00
BITCOIN-OTC-000177,41,70,1,1294595719.20179,2011-01-09T17:55:19.201790+00:00
BITCOIN-OTC-000178,94,64,1,1294599138.54006,2011-01-09T18:52:18.540060+00:00
BITCOIN-OTC-000179,70,95,1,1294600321.90078,2011-01-09T19:12:01.900780+00:00
BITCOIN-OTC-000180,95,70,3,1294600354.23511,2011-01-09T19:12:34.235110+00:00
BITCOIN-OTC-000181,70,41,1,1294600355.24831,2011-01-09T19:12:35.248310+00:00
BITCOIN-OTC-000182,70,35,1,1294600362.03195,2011-01-09T19:12:42.031950+00:00
BITCOIN-OTC-000183,39,17,3,1294689381.25255,2011-01-10T19:56:21.252550+00:00
BITCOIN-OTC-000184,17,39,1,1294689438.39491,2011-01-10T19:57:18.394910+00:00
BITCOIN-OTC-000185,70,96,1,1294788721.90836,2011-01-11T23:32:01.908360+00:00
BITCOIN-OTC-000186,96,70,3,1294854693.16331,2011-01-12T17:51:33.163310+00:00
BITCOIN-OTC-000187,15,97,2,1294919858.69515,2011-01-13T11:57:38.695150+00:00
BITCOIN-OTC-000188,97,15,2,1294927076.83628,2011-01-13T13:57:56.836280+00:00
BITCOIN-OTC-000189,69,99,4,1294947596.86945,2011-01-13T19:39:56.869450+00:00
BITCOIN-OTC-000190,99,69,1,1294953308.35973,2011-01-13T21:15:08.359730+00:00
BITCOIN-OTC-000191,88,7,3,1294974057.98044,2011-01-14T03:00:57.980440+00:00
BITCOIN-OTC-000192,1,81,1,1294982042.23521,2011-01-14T05:14:02.235210+00:00
BITCOIN-OTC-000193,70,15,1,1294996843.91845,2011-01-14T09:20:43.918450+00:00
BITCOIN-OTC-000194,15,70,1,1295011593.79396,2011-01-14T13:26:33.793960+00:00
BITCOIN-OTC-000195,81,1,1,1295060559.46632,2011-01-15T03:02:39.466320+00:00
BITCOIN-OTC-000196,1,101,1,1295163873.99206,2011-01-16T07:44:33.992060+00:00
BITCOIN-OTC-000197,62,54,2,1295213497.49792,2011-01-16T21:31:37.497920+00:00
BITCOIN-OTC-000198,54,62,2,1295213513.50181,2011-01-16T21:31:53.501810+00:00
BITCOIN-OTC-000199,101,1,1,1295219864.74438,2011-01-16T23:17:44.744380+00:00
BITCOIN-OTC-000200,100,101,1,1295223074.80015,2011-01-17T00:11:14.800150+00:00
BITCOIN-OTC-000201,101,103,1,1295223955.11582,2011-01-17T00:25:55.115820+00:00
BITCOIN-OTC-000202,80,25,2,1295282631.45186,2011-01-17T16:43:51.451860+00:00
BITCOIN-OTC-000203,100,60,2,1295394666.14979,2011-01-18T23:51:06.149790+00:00
BITCOIN-OTC-000204,39,4,1,1295416559.00524,2011-01-19T05:55:59.005240+00:00
BITCOIN-OTC-000205,4,39,1,1295416571.50888,2011-01-19T05:56:11.508880+00:00
BITCOIN-OTC-000206,41,105,1,1295460035.88087,2011-01-19T18:00:35.880870+00:00
BITCOIN-OTC-000207,72,4,4,1295507765.13172,2011-01-20T07:16:05.131720+00:00
BITCOIN-OTC-000208,96,106,1,1295538196.77426,2011-01-20T15:43:16.774260+00:00
BITCOIN-OTC-000209,106,96,1,1295560693.07907,2011-01-20T21:58:13.079070+00:00
BITCOIN-OTC-000210,81,107,2,1295620829.44948,2011-01-21T14:40:29.449480+00:00
BITCOIN-OTC-000211,107,81,3,1295622238.77534,2011-01-21T15:03:58.775340+00:00
BITCOIN-OTC-000212,60,108,1,1295647515.55323,2011-01-21T22:05:15.553230+00:00
BITCOIN-OTC-000213,108,60,1,1295647536.52286,2011-01-21T22:05:36.522860+00:00
BITCOIN-OTC-000214,97,68,1,1295720115.42616,2011-01-22T18:15:15.426160+00:00
BITCOIN-OTC-000215,68,97,1,1295720324.59948,2011-01-22T18:18:44.599480+00:00
BITCOIN-OTC-000216,96,107,2,1295806593.89702,2011-01-23T18:16:33.897020+00:00
BITCOIN-OTC-000217,7,109,1,1295847189.68733,2011-01-24T05:33:09.687330+00:00
BITCOIN-OTC-000218,109,7,1,1295847197.87082,2011-01-24T05:33:17.870820+00:00
BITCOIN-OTC-000219,41,110,1,1295990232.96892,2011-01-25T21:17:12.968920+00:00
BITCOIN-OTC-000220,41,68,1,1295995414.74313,2011-01-25T22:43:34.743130+00:00
BITCOIN-OTC-000221,68,41,1,1295995480.14498,2011-01-25T22:44:40.144980+00:00
BITCOIN-OTC-000222,107,96,2,1296071385.99524,2011-01-26T19:49:45.995240+00:00
BITCOIN-OTC-000223,23,7,5,1296076062.49974,2011-01-26T21:07:42.499740+00:00
BITCOIN-OTC-000224,7,111,1,1296085723.47309,2011-01-26T23:48:43.473090+00:00
BITCOIN-OTC-000225,111,7,1,1296085847.78287,2011-01-26T23:50:47.782870+00:00
BITCOIN-OTC-000226,64,112,2,1296096741.77722,2011-01-27T02:52:21.777220+00:00
BITCOIN-OTC-000227,112,64,2,1296096768.61653,2011-01-27T02:52:48.616530+00:00
BITCOIN-OTC-000228,112,77,1,1296163310.87274,2011-01-27T21:21:50.872740+00:00
BITCOIN-OTC-000229,112,115,2,1296163344.67709,2011-01-27T21:22:24.677090+00:00
BITCOIN-OTC-000230,112,60,4,1296163403.15362,2011-01-27T21:23:23.153620+00:00
BITCOIN-OTC-000231,60,112,4,1296164244.66224,2011-01-27T21:37:24.662240+00:00
BITCOIN-OTC-000232,109,39,1,1296229412.30641,2011-01-28T15:43:32.306410+00:00
BITCOIN-OTC-000233,39,109,1,1296229420.53809,2011-01-28T15:43:40.538090+00:00
BITCOIN-OTC-000234,6,114,2,1296291457.0187,2011-01-29T08:57:37.018700+00:00
BITCOIN-OTC-000235,114,39,1,1296291483.02942,2011-01-29T08:58:03.029420+00:00
BITCOIN-OTC-000236,6,32,1,1296291723.90977,2011-01-29T09:02:03.909770+00:00
BITCOIN-OTC-000237,39,114,1,1296291878.91863,2011-01-29T09:04:38.918630+00:00
BITCOIN-OTC-000238,47,7,1,1296512060.00051,2011-01-31T22:14:20.000510+00:00
BITCOIN-OTC-000239,1,119,1,1296512102.9696,2011-01-31T22:15:02.969600+00:00
BITCOIN-OTC-000240,119,1,10,1296513384.09698,2011-01-31T22:36:24.096980+00:00
BITCOIN-OTC-000241,100,1,3,1296513427.30484,2011-01-31T22:37:07.304840+00:00
BITCOIN-OTC-000242,100,7,4,1296528583.06603,2011-02-01T02:49:43.066030+00:00
BITCOIN-OTC-000243,7,100,2,1296528668.83435,2011-02-01T02:51:08.834350+00:00
BITCOIN-OTC-000244,7,47,1,1296528718.47876,2011-02-01T02:51:58.478760+00:00
BITCOIN-OTC-000245,7,122,1,1296553673.17861,2011-02-01T09:47:53.178610+00:00
BITCOIN-OTC-000246,122,7,1,1296553681.63051,2011-02-01T09:48:01.630510+00:00
BITCOIN-OTC-000247,23,108,1,1296579082.73748,2011-02-01T16:51:22.737480+00:00
BITCOIN-OTC-000248,108,23,1,1296579092.82596,2011-02-01T16:51:32.825960+00:00
BITCOIN-OTC-000249,108,104,1,1296580101.4228,2011-02-01T17:08:21.422800+00:00
BITCOIN-OTC-000250,104,108,1,1296580127.98678,2011-02-01T17:08:47.986780+00:00
BITCOIN-OTC-000251,60,56,2,1296595302.62143,2011-02-01T21:21:42.621430+00:00
BITCOIN-OTC-000252,115,77,3,1296601381.26798,2011-02-01T23:03:01.267980+00:00
BITCOIN-OTC-000253,119,127,10,1296608630.85714,2011-02-02T01:03:50.857140+00:00
BITCOIN-OTC-000254,119,25,1,1296609273.32248,2011-02-02T01:14:33.322480+00:00
BITCOIN-OTC-000255,1,2,8,1296629343.62073,2011-02-02T06:49:03.620730+00:00
BITCOIN-OTC-000256,1,76,2,1296631215.11468,2011-02-02T07:20:15.114680+00:00
BITCOIN-OTC-000257,76,1,2,1296631324.44843,2011-02-02T07:22:04.448430+00:00
BITCOIN-OTC-000258,1,23,6,1296657671.10019,2011-02-02T14:41:11.100190+00:00
BITCOIN-OTC-000259,54,129,1,1296682612.84857,2011-02-02T21:36:52.848570+00:00
BITCOIN-OTC-000260,116,7,2,1296688733.36417,2011-02-02T23:18:53.364170+00:00
BITCOIN-OTC-000261,7,116,2,1296688773.26321,2011-02-02T23:19:33.263210+00:00
BITCOIN-OTC-000262,54,13,2,1296690713.9312,2011-02-02T23:51:53.931200+00:00
BITCOIN-OTC-000263,13,54,2,1296690764.78868,2011-02-02T23:52:44.788680+00:00
BITCOIN-OTC-000264,77,39,3,1296754197.20889,2011-02-03T17:29:57.208890+00:00
BITCOIN-OTC-000265,77,15,1,1296754335.65361,2011-02-03T17:32:15.653610+00:00
BITCOIN-OTC-000266,77,6,3,1296754391.49849,2011-02-03T17:33:11.498490+00:00
BITCOIN-OTC-000267,77,1,3,1296754396.24231,2011-02-03T17:33:16.242310+00:00
BITCOIN-OTC-000268,77,23,1,1296754414.29012,2011-02-03T17:33:34.290120+00:00
BITCOIN-OTC-000269,77,28,3,1296754435.61868,2011-02-03T17:33:55.618680+00:00
BITCOIN-OTC-000270,77,115,3,1296754444.14572,2011-02-03T17:34:04.145720+00:00
BITCOIN-OTC-000271,77,112,1,1296754511.90955,2011-02-03T17:35:11.909550+00:00
BITCOIN-OTC-000272,77,131,1,1296754599.04721,2011-02-03T17:36:39.047210+00:00
BITCOIN-OTC-000273,77,61,3,1296754644.6621,2011-02-03T17:37:24.662100+00:00
BITCOIN-OTC-000274,129,54,1,1296758779.86266,2011-02-03T18:46:19.862660+00:00
BITCOIN-OTC-000275,54,2,2,1296769471.34734,2011-02-03T21:44:31.347340+00:00
BITCOIN-OTC-000276,2,54,2,1296769494.33436,2011-02-03T21:44:54.334360+00:00
BITCOIN-OTC-000277,127,119,10,1296772979.27922,2011-02-03T22:42:59.279220+00:00
BITCOIN-OTC-000278,127,132,1,1296773129.83712,2011-02-03T22:45:29.837120+00:00
BITCOIN-OTC-000279,132,127,2,1296774360.49458,2011-02-03T23:06:00.494580+00:00
BITCOIN-OTC-000280,7,133,1,1296792123.6835,2011-02-04T04:02:03.683500+00:00
BITCOIN-OTC-000281,133,7,1,1296792359.704,2011-02-04T04:05:59.704000+00:00
BITCOIN-OTC-000282,105,41,1,1296837862.5248,2011-02-04T16:44:22.524800+00:00
BITCOIN-OTC-000283,41,64,1,1296868252.526,2011-02-05T01:10:52.526000+00:00
BITCOIN-OTC-000284,64,41,1,1296868317.36329,2011-02-05T01:11:57.363290+00:00
BITCOIN-OTC-000285,57,110,1,1296870068.1895,2011-02-05T01:41:08.189500+00:00
BITCOIN-OTC-000286,113,125,2,1296884305.28705,2011-02-05T05:38:25.287050+00:00
BITCOIN-OTC-000287,125,113,2,1296884644.81214,2011-02-05T05:44:04.812140+00:00
BITCOIN-OTC-000288,54,7,6,1296913225.27207,2011-02-05T13:40:25.272070+00:00
BITCOIN-OTC-000289,7,54,5,1296913557.93463,2011-02-05T13:45:57.934630+00:00
BITCOIN-OTC-000290,113,23,2,1296927382.06491,2011-02-05T17:36:22.064910+00:00
