transfer_id,originator_id,beneficiary_id,originator_address,beneficiary_address,counterparty_vasp,kyc_status,approved_asset,requested_asset,approved_amount_limit,requested_amount,approved_destination,requested_destination,approved_period_start,approved_period_end,requested_at,external_tx_id,execution_status,public_dataset_basis,risk_label_basis,asset_match,amount_within_limit,destination_match,period_valid,kyc_verified,counterparty_registered,execution_trace_present,policy_decision
DA-TX-00029,ORG-0029,BEN-0014,0xORG000000000000000000000000000000000029,0xBEN000000000000000000000000000000000046,KR-VASP-B,VERIFIED,BTC,BTC,5000,6200.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-05T02:16:00,0xTX000000221732,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00030,ORG-0030,BEN-0017,0xORG000000000000000000000000000000000030,0xBEN000000000000000000000000000000000051,GLOBAL-VASP-C,VERIFIED,ETH,ETH,10000,13125.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-07T02:53:00,0xTX000000229651,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00031,ORG-0031,BEN-0020,0xORG000000000000000000000000000000000031,0xBEN000000000000000000000000000000000056,KR-VASP-A,VERIFIED,USDT,USDT,500,44.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-09T03:30:00,0xTX000000237570,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00032,ORG-0032,BEN-0023,0xORG000000000000000000000000000000000032,0xBEN000000000000000000000000000000000061,KR-VASP-B,VERIFIED,USDC,USDC,1000,86.25,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-11T04:07:00,0xTX000000245489,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00033,ORG-0033,BEN-0026,0xORG000000000000000000000000000000000033,0xBEN000000000000000000000000000000000066,GLOBAL-VASP-C,VERIFIED,BTC,BTC,2000,144.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-13T04:44:00,0xTX000000253408,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00034,ORG-0034,BEN-0029,0xORG000000000000000000000000000000000034,0xBEN000000000000000000000000000000000071,KR-VASP-A,VERIFIED,ETH,ETH,5000,275.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-15T05:21:00,0xTX000000261327,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00035,ORG-0035,BEN-0032,0xORG000000000000000000000000000000000035,0xBEN000000000000000000000000000000000076,UNREGISTERED,VERIFIED,USDT,USDT,10000,585.0,KR-VASP-B,UNREGISTERED,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-17T05:58:00,0xTX000000269246,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,False,True,True,False,True,REVIEW
DA-TX-00036,ORG-0036,BEN-0035,0xORG000000000000000000000000000000000036,0xBEN000000000000000000000000000000000081,GLOBAL-VASP-C,VERIFIED,USDC,USDC,500,900.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-19T06:35:00,0xTX000000277165,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00037,ORG-0037,BEN-0038,0xORG000000000000000000000000000000000037,0xBEN000000000000000000000000000000000086,KR-VASP-A,VERIFIED,BTC,BTC,1000,1680.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-21T07:12:00,0xTX000000285084,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00038,ORG-0038,BEN-0041,0xORG000000000000000000000000000000000038,0xBEN000000000000000000000000000000000091,KR-VASP-B,VERIFIED,ETH,ETH,2000,3410.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-23T07:49:00,0xTX000000293003,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00039,ORG-0039,BEN-0044,0xORG000000000000000000000000000000000039,0xBEN000000000000000000000000000000000001,GLOBAL-VASP-C,VERIFIED,USDT,USDT,5000,7130.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-01-15T23:59:59,2026-03-25T08:26:00,0xTX000000300922,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,False,True,True,True,BLOCK
DA-TX-00040,ORG-0040,BEN-0047,0xORG000000000000000000000000000000000040,0xBEN000000000000000000000000000000000006,KR-VASP-A,VERIFIED,USDC,BTC,10000,15000.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-26T09:03:00,0xTX000000308841,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,False,False,True,True,True,True,True,BLOCK
DA-TX-00041,ORG-0041,BEN-0050,0xORG000000000000000000000000000000000041,0xBEN000000000000000000000000000000000011,KR-VASP-B,VERIFIED,BTC,BTC,500,50.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-28T09:40:00,0xTX000000316760,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00042,ORG-0042,BEN-0053,0xORG000000000000000000000000000000000042,0xBEN000000000000000000000000000000000016,GLOBAL-VASP-C,VERIFIED,ETH,ETH,1000,97.5,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-30T10:17:00,0xTX000000324679,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00043,ORG-0043,BEN-0056,0xORG000000000000000000000000000000000043,0xBEN000000000000000000000000000000000021,KR-VASP-A,VERIFIED,USDT,USDT,2000,120.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-01T10:54:00,0xTX000000332598,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00044,ORG-0044,BEN-0059,0xORG000000000000000000000000000000000044,0xBEN000000000000000000000000000000000026,KR-VASP-B,VERIFIED,USDC,USDC,5000,231.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-03T11:31:00,0xTX000000340517,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00045,ORG-0045,BEN-0062,0xORG000000000000000000000000000000000045,0xBEN000000000000000000000000000000000031,GLOBAL-VASP-C,VERIFIED,BTC,BTC,10000,495.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-05T12:08:00,0xTX000000348436,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00046,ORG-0046,BEN-0065,0xORG000000000000000000000000000000000046,0xBEN000000000000000000000000000000000036,KR-VASP-A,VERIFIED,ETH,ETH,500,1035.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-07T12:45:00,0xTX000000356355,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00047,ORG-0047,BEN-0068,0xORG000000000000000000000000000000000047,0xBEN000000000000000000000000000000000041,KR-VASP-B,VERIFIED,USDT,USDT,1000,1920.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-09T13:22:00,0xTX000000364274,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00048,ORG-0048,BEN-0071,0xORG000000000000000000000000000000000048,0xBEN000000000000000000000000000000000046,GLOBAL-VASP-C,VERIFIED,USDC,USDC,2000,3875.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-11T13:59:00,0xTX000000372193,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00049,ORG-0049,BEN-0003,0xORG000000000000000000000000000000000049,0xBEN000000000000000000000000000000000051,KR-VASP-A,VERIFIED,BTC,BTC,5000,8060.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-13T14:36:00,0xTX000000380112,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00050,ORG-0050,BEN-0006,0xORG000000000000000000000000000000000050,0xBEN000000000000000000000000000000000056,KR-VASP-B,VERIFIED,ETH,ETH,10000,12500.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-07T15:13:00,0xTX000000388031,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00051,ORG-0051,BEN-0009,0xORG000000000000000000000000000000000051,0xBEN000000000000000000000000000000000061,GLOBAL-VASP-C,VERIFIED,USDT,USDT,500,42.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-09T15:50:00,0xTX000000395950,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00052,ORG-0052,BEN-0012,0xORG000000000000000000000000000000000052,0xBEN000000000000000000000000000000000066,UNREGISTERED,VERIFIED,USDC,USDC,1000,82.5,KR-VASP-A,UNREGISTERED,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-11T16:27:00,0xTX000000403869,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,False,True,True,False,True,REVIEW
DA-TX-00053,ORG-0053,BEN-0015,0xORG000000000000000000000000000000000053,0xBEN000000000000000000000000000000000071,KR-VASP-B,VERIFIED,BTC,ETH,2000,138.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-13T17:04:00,0xTX000000411788,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,False,True,True,True,True,True,True,BLOCK
DA-TX-00054,ORG-0054,BEN-0018,0xORG000000000000000000000000000000000054,0xBEN000000000000000000000000000000000076,GLOBAL-VASP-C,VERIFIED,ETH,ETH,5000,264.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-15T17:41:00,0xTX000000419707,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00055,ORG-0055,BEN-0021,0xORG000000000000000000000000000000000055,0xBEN000000000000000000000000000000000081,KR-VASP-A,VERIFIED,USDT,USDT,10000,562.5,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-17T18:18:00,0xTX000000427626,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00056,ORG-0001,BEN-0024,0xORG000000000000000000000000000000000056,0xBEN000000000000000000000000000000000086,KR-VASP-B,VERIFIED,USDC,USDC,500,1170.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-19T18:55:00,0xTX000000435545,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00057,ORG-0002,BEN-0027,0xORG000000000000000000000000000000000057,0xBEN000000000000000000000000000000000091,GLOBAL-VASP-C,VERIFIED,BTC,BTC,1000,1600.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-21T19:32:00,0xTX000000443464,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00058,ORG-0003,BEN-0030,0xORG000000000000000000000000000000000058,0xBEN000000000000000000000000000000000001,KR-VASP-A,VERIFIED,ETH,ETH,2000,3255.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-01-15T23:59:59,2026-01-23T20:09:00,0xTX000000451383,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,False,True,True,True,BLOCK
DA-TX-00059,ORG-0004,BEN-0033,0xORG000000000000000000000000000000000059,0xBEN000000000000000000000000000000000006,KR-VASP-B,VERIFIED,USDT,USDT,5000,6820.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-25T20:46:00,0xTX000000459302,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00060,ORG-0005,BEN-0036,0xORG000000000000000000000000000000000060,0xBEN000000000000000000000000000000000011,GLOBAL-VASP-C,VERIFIED,USDC,USDC,10000,14375.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-27T21:23:00,0xTX000000467221,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00061,ORG-0006,BEN-0039,0xORG000000000000000000000000000000000061,0xBEN000000000000000000000000000000000016,KR-VASP-A,VERIFIED,BTC,BTC,500,48.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-29T22:00:00,0xTX000000475140,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
