transfer_id,originator_id,beneficiary_id,originator_address,beneficiary_address,kyc_status,counterparty_vasp_status,approved_asset,approved_amount_limit,approved_destination,approved_period_start,approved_period_end,requested_asset,requested_amount,requested_destination,requested_at,transaction_identifier,execution_status,actual_distribution_basis,actual_rating_proxy,baseline_policy_decision
DA-V2-00045,OTC-SRC-602,OTC-DST-920,,,VERIFIED,VERIFIED,BTC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,546.0,GLOBAL-VASP-C,2026-02-09T12:28:00+00:00,DERIVED-OTC-00045,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00046,OTC-SRC-304,OTC-DST-847,,,PENDING,VERIFIED,ETH,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1212.5,KR-VASP-A,2026-02-10T12:45:00+00:00,DERIVED-OTC-00046,EXECUTED,SNAP_BITCOIN_OTC,5,REVIEW
DA-V2-00047,OTC-SRC-222,OTC-DST-755,,,VERIFIED,VERIFIED,USDT,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2625.0,KR-VASP-B,2026-02-10T13:02:00+00:00,DERIVED-OTC-00047,EXECUTED,SNAP_BITCOIN_OTC,5,BLOCK
DA-V2-00048,OTC-SRC-468,OTC-DST-1001,,,VERIFIED,VERIFIED,USDC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,6750.0,GLOBAL-VASP-C,2026-02-11T13:19:00+00:00,DERIVED-OTC-00048,EXECUTED,SNAP_BITCOIN_OTC,10,BLOCK
DA-V2-00049,OTC-SRC-57,OTC-DST-896,,,VERIFIED,VERIFIED,BTC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,9450.0,KR-VASP-A,2026-02-11T13:36:00+00:00,DERIVED-OTC-00049,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00050,OTC-SRC-650,OTC-DST-1040,,,VERIFIED,VERIFIED,ETH,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,23400.0,KR-VASP-B,2026-02-12T13:53:00+00:00,DERIVED-OTC-00050,PENDING_RESULT,SNAP_BITCOIN_OTC,6,BLOCK
DA-V2-00051,OTC-SRC-561,OTC-DST-777,,,VERIFIED,VERIFIED,USDT,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,31.5,GLOBAL-VASP-C,2026-02-12T14:10:00+00:00,DERIVED-OTC-00051,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00052,OTC-SRC-627,OTC-DST-982,,,VERIFIED,VERIFIED,USDC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,USDC,66.0,KR-VASP-A,2026-02-13T14:27:00+00:00,DERIVED-OTC-00052,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00053,OTC-SRC-496,OTC-DST-716,,,VERIFIED,UNKNOWN,BTC,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,UNKNOWN_VASP,2026-02-13T14:44:00+00:00,DERIVED-OTC-00053,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00054,OTC-SRC-7,OTC-DST-1109,,,VERIFIED,VERIFIED,ETH,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,252.0,GLOBAL-VASP-C,2026-02-14T15:01:00+00:00,DERIVED-OTC-00054,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00055,OTC-SRC-691,OTC-DST-1123,,,PENDING,VERIFIED,USDT,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,546.0,KR-VASP-A,2026-02-14T15:18:00+00:00,DERIVED-OTC-00055,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00056,OTC-SRC-647,OTC-DST-1146,,,VERIFIED,VERIFIED,USDC,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,1018.5,KR-VASP-B,2026-02-15T15:35:00+00:00,DERIVED-OTC-00056,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00057,OTC-SRC-523,OTC-DST-906,,,VERIFIED,VERIFIED,BTC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2205.0,GLOBAL-VASP-C,2026-02-16T15:52:00+00:00,DERIVED-OTC-00057,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00058,OTC-SRC-716,OTC-DST-537,,,VERIFIED,VERIFIED,ETH,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4950.0,KR-VASP-A,2026-02-16T16:09:00+00:00,DERIVED-OTC-00058,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00059,OTC-SRC-687,OTC-DST-1200,,,VERIFIED,VERIFIED,USDT,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9450.0,KR-VASP-B,2026-02-17T16:26:00+00:00,DERIVED-OTC-00059,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00060,OTC-SRC-657,OTC-DST-579,,,VERIFIED,VERIFIED,USDC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,18900.0,GLOBAL-VASP-C,2026-02-17T16:43:00+00:00,DERIVED-OTC-00060,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00061,OTC-SRC-207,OTC-DST-1025,,,VERIFIED,VERIFIED,BTC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,31.5,KR-VASP-A,2026-02-17T17:00:00+00:00,DERIVED-OTC-00061,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00062,OTC-SRC-790,OTC-DST-664,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,66.0,KR-VASP-B,2026-02-18T17:17:00+00:00,DERIVED-OTC-00062,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00063,OTC-SRC-762,OTC-DST-1064,,,VERIFIED,VERIFIED,USDT,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,115.5,GLOBAL-VASP-C,2026-02-18T17:34:00+00:00,DERIVED-OTC-00063,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00064,OTC-SRC-767,OTC-DST-735,,,PENDING,VERIFIED,USDC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,252.0,KR-VASP-A,2026-02-19T17:51:00+00:00,DERIVED-OTC-00064,PENDING_RESULT,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00065,OTC-SRC-202,OTC-DST-634,,,VERIFIED,VERIFIED,BTC,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,546.0,KR-VASP-B,2026-02-20T18:08:00+00:00,DERIVED-OTC-00065,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00066,OTC-SRC-833,OTC-DST-1317,,,VERIFIED,UNKNOWN,ETH,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1067.0,UNKNOWN_VASP,2026-02-20T18:25:00+00:00,DERIVED-OTC-00066,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00067,OTC-SRC-851,OTC-DST-1332,,,VERIFIED,VERIFIED,USDT,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,2205.0,KR-VASP-A,2026-02-20T18:42:00+00:00,DERIVED-OTC-00067,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00068,OTC-SRC-714,OTC-DST-1344,,,VERIFIED,VERIFIED,USDC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4950.0,KR-VASP-B,2026-02-20T18:59:00+00:00,DERIVED-OTC-00068,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00069,OTC-SRC-770,OTC-DST-1312,,,VERIFIED,VERIFIED,BTC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,BTC,9450.0,GLOBAL-VASP-C,2026-02-21T19:16:00+00:00,DERIVED-OTC-00069,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00070,OTC-SRC-687,OTC-DST-708,,,VERIFIED,VERIFIED,ETH,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,18900.0,KR-VASP-A,2026-02-21T19:33:00+00:00,DERIVED-OTC-00070,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00071,OTC-SRC-732,OTC-DST-1392,,,VERIFIED,VERIFIED,USDT,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,31.5,KR-VASP-B,2026-02-21T19:50:00+00:00,DERIVED-OTC-00071,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00072,OTC-SRC-238,OTC-DST-468,,,VERIFIED,VERIFIED,USDC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,63.0,GLOBAL-VASP-C,2026-02-22T20:07:00+00:00,DERIVED-OTC-00072,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00073,OTC-SRC-547,OTC-DST-1034,,,PENDING,VERIFIED,BTC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,KR-VASP-A,2026-02-22T20:24:00+00:00,DERIVED-OTC-00073,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00074,OTC-SRC-933,OTC-DST-1368,,,VERIFIED,VERIFIED,ETH,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,252.0,KR-VASP-B,2026-02-23T20:41:00+00:00,DERIVED-OTC-00074,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00075,OTC-SRC-897,OTC-DST-1412,,,VERIFIED,VERIFIED,USDT,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,546.0,GLOBAL-VASP-C,2026-02-24T20:58:00+00:00,DERIVED-OTC-00075,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00076,OTC-SRC-832,OTC-DST-228,,,VERIFIED,VERIFIED,USDC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1018.5,KR-VASP-A,2026-02-24T21:15:00+00:00,DERIVED-OTC-00076,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00077,OTC-SRC-825,OTC-DST-1478,,,VERIFIED,VERIFIED,BTC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2415.0,KR-VASP-B,2026-02-24T21:32:00+00:00,DERIVED-OTC-00077,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
